"full_name","description","html_url","language","stargazers_count","forks_count","created_at","updated_at"
"Bert-JanP/Hunting-Queries-Detection-Rules","KQL Queries. Defender For Endpoint and Azure Sentinel Hunting and Detection Queries in KQL. Out of the box KQL queries for: Advanced Hunting, Custom Detection, Analytics Rules & Hunting Rules. ","https://github.com/Bert-JanP/Hunting-Queries-Detection-Rules","Python","1456","268","2022-05-30T17:28:10Z","2025-05-18T01:58:39Z"
"mdecrevoisier/SIGMA-detection-rules","Set of SIGMA rules (>350) mapped to MITRE ATT&CK tactic and techniques","https://github.com/mdecrevoisier/SIGMA-detection-rules",,"358","74","2020-11-27T22:04:04Z","2025-05-14T15:39:52Z"
"JesseEsquivel/MDATP","Microsoft Defender Advanced Threat Protection","https://github.com/JesseEsquivel/MDATP","PowerShell","44","17","2019-09-18T17:25:14Z","2025-05-15T16:37:55Z"
"austin-lai/Collection-of-Azure-Monitor-or-Sentinel-Kusto-Queries","Collection of Azure Monitor or Sentinel Kusto Queries","https://github.com/austin-lai/Collection-of-Azure-Monitor-or-Sentinel-Kusto-Queries",,"10","4","2022-03-13T11:58:17Z","2025-02-09T02:55:47Z"
"magicsword-io/LOLBASline","Baseline a Windows System against LOLBAS","https://github.com/magicsword-io/LOLBASline","PowerShell","27","4","2024-03-10T15:36:04Z","2025-05-13T12:37:25Z"
"montysecurity/linper","Linux Persistence Toolkit","https://github.com/montysecurity/linper","Shell","59","12","2019-10-31T02:00:46Z","2025-05-14T14:56:34Z"
"mrwadams/attackgen","AttackGen is a cybersecurity incident response testing tool that leverages the power of large language models and the comprehensive MITRE ATT&CK framework. The tool generates tailored incident response scenarios based on user-selected threat actor groups and your organisation's details.","https://github.com/mrwadams/attackgen","Python","1153","151","2023-08-08T10:38:13Z","2025-05-18T02:00:05Z"
"DonnchaC/shadowbrokers-exploits","Mirror of Shadowbrokers release from https://steemit.com/shadowbrokers/@theshadowbrokers/lost-in-translation","https://github.com/DonnchaC/shadowbrokers-exploits","Python","436","187","2017-04-14T09:46:05Z","2025-05-13T14:00:31Z"
"cyb3rmik3/KQL-threat-hunting-queries","A repository of KQL queries focused on threat hunting and threat detecting for Microsoft Sentinel & Microsoft XDR (Former Microsoft 365 Defender).","https://github.com/cyb3rmik3/KQL-threat-hunting-queries",,"686","77","2022-07-19T11:15:46Z","2025-05-17T17:28:31Z"
"carlospolop/autoVolatility","Run several volatility plugins at the same time","https://github.com/carlospolop/autoVolatility","Python","114","27","2018-04-28T18:21:08Z","2025-04-01T17:04:43Z"
"alex-dengx/WSUSpendu","Implement WSUSpendu attack","https://github.com/alex-dengx/WSUSpendu","PowerShell","7","48","2017-06-08T03:07:08Z","2025-03-03T17:04:38Z"
"strontic/xcyclopedia","Encyclopedia for Executables","https://github.com/strontic/xcyclopedia","PowerShell","440","48","2020-05-27T22:13:11Z","2025-05-02T14:32:53Z"
"amlweems/xzbot","notes, honeypot, and exploit demo for the xz backdoor (CVE-2024-3094)","https://github.com/amlweems/xzbot","Go","3513","238","2024-04-01T14:28:09Z","2025-05-18T01:27:23Z"
"wagga40/Zircolite","A standalone SIGMA-based detection tool for EVTX, Auditd and Sysmon for Linux logs","https://github.com/wagga40/Zircolite","Python","712","98","2021-03-02T23:17:06Z","2025-05-09T11:29:58Z"
"fleetdm/fleet","Open-source platform for IT, security, and infrastructure teams. (Linux, macOS, Chrome, Windows, cloud, data center)","https://github.com/fleetdm/fleet","Go","4993","567","2020-11-03T22:17:18Z","2025-05-17T20:07:09Z"
"Psmths/windows-forensic-artifacts","Handbook of windows forensic artifacts across multiple Windows version with interpretation tips and some examples. Work in progress!","https://github.com/Psmths/windows-forensic-artifacts",,"350","40","2022-08-23T17:06:55Z","2025-05-14T20:31:58Z"
"svch0stz/velociraptor-detections",,"https://github.com/svch0stz/velociraptor-detections",,"21","2","2022-05-08T06:12:48Z","2025-03-06T20:15:37Z"
"mgreen27/DetectRaptor","A repository to share publicly available Velociraptor detection content","https://github.com/mgreen27/DetectRaptor","YARA","165","21","2022-11-17T11:13:49Z","2025-05-18T05:18:04Z"
"Velocidex/velociraptor-docs","Documentation site for Velociraptor","https://github.com/Velocidex/velociraptor-docs","HTML","45","221","2021-06-10T04:10:07Z","2025-05-13T11:43:30Z"
"wietze/HijackLibs","Project for tracking publicly disclosed DLL Hijacking opportunities.","https://github.com/wietze/HijackLibs",,"753","94","2021-02-27T18:22:13Z","2025-05-17T18:10:37Z"
"ldpreload/BlackLotus","BlackLotus UEFI Windows Bootkit","https://github.com/ldpreload/BlackLotus","C","2062","474","2023-07-12T17:14:40Z","2025-05-18T08:10:18Z"
"Cryakl/Ultimate-RAT-Collection","For educational purposes only, exhaustive samples of 450+ classic/modern trojan builders including screenshots.","https://github.com/Cryakl/Ultimate-RAT-Collection",,"2612","466","2023-09-12T00:41:11Z","2025-05-18T08:42:44Z"
"mgreen27/Invoke-LiveResponse","Invoke-LiveResponse","https://github.com/mgreen27/Invoke-LiveResponse","PowerShell","147","29","2018-01-14T09:42:40Z","2025-03-12T12:39:24Z"
"Velocidex/pyvelociraptor","PyVelociraptor contains the python bindings for the Velociraptor API.","https://github.com/Velocidex/pyvelociraptor","Python","17","8","2020-02-07T16:44:24Z","2025-04-22T15:42:28Z"
"Jrotenberger/Powershell-IR-Scripts",,"https://github.com/Jrotenberger/Powershell-IR-Scripts","PowerShell","39","12","2016-08-30T21:28:10Z","2024-08-06T23:54:12Z"
"polylogyx/DetectionRules",,"https://github.com/polylogyx/DetectionRules",,"10","6","2019-04-17T10:49:37Z","2024-04-01T00:00:28Z"
"AndrewRathbun/DFIRArtifactMuseum","The goal of this repo is to archive artifacts from all versions of various OS's and categorizing them by type. This will help with artifact validation processes as well as increase access to artifacts that may no longer be readily available anymore. ","https://github.com/AndrewRathbun/DFIRArtifactMuseum","HTML","597","47","2022-01-31T17:23:11Z","2025-04-30T08:05:55Z"
"googleprojectzero/sandbox-attacksurface-analysis-tools","Set of tools to analyze Windows sandboxes for exposed attack surface.","https://github.com/googleprojectzero/sandbox-attacksurface-analysis-tools","C#","2157","444","2015-10-23T03:04:22Z","2025-05-17T16:15:05Z"
"idaholab/Malcolm","Malcolm is a powerful, easily deployable network traffic analysis tool suite for full packet capture artifacts (PCAP files), Zeek logs and Suricata alerts.","https://github.com/idaholab/Malcolm","Python","405","60","2020-09-09T16:55:40Z","2025-05-15T18:22:50Z"
"cisagov/Malcolm","Malcolm is a powerful, easily deployable network traffic analysis tool suite for full packet capture artifacts (PCAP files), Zeek logs and Suricata alerts.","https://github.com/cisagov/Malcolm","Python","2121","360","2019-05-13T18:35:51Z","2025-05-18T09:51:42Z"
"vinaypamnani/wmie2",,"https://github.com/vinaypamnani/wmie2","C#","792","128","2017-10-05T22:25:10Z","2025-05-09T13:44:02Z"
"nsacyber/Windows-Event-Log-Messages","Retrieves the definitions of Windows Event Log messages embedded in Windows binaries and provides them in discoverable formats. #nsacyber","https://github.com/nsacyber/Windows-Event-Log-Messages","C#","402","98","2016-07-19T16:30:57Z","2025-04-12T03:14:22Z"
"Velocidex/Linpmem","Linpmem is a linux memory acquisition tool","https://github.com/Velocidex/Linpmem","C","83","9","2023-08-30T15:37:15Z","2025-05-13T17:13:09Z"
"Velocidex/evtx","Golang Parser for Microsoft Event Logs","https://github.com/Velocidex/evtx","Go","102","18","2019-02-09T16:14:58Z","2025-04-16T21:10:54Z"
"Velocidex/evtx-data","Publicly shareable windows event log message data","https://github.com/Velocidex/evtx-data",,"27","4","2019-11-25T07:13:41Z","2024-08-16T09:02:45Z"
"jklepsercyber/defender-detectionhistory-parser","A parser of Windows Defender's DetectionHistory forensic artifact, containing substantial info about quarantined files and executables.","https://github.com/jklepsercyber/defender-detectionhistory-parser","Python","113","15","2021-12-23T19:59:05Z","2025-02-21T10:33:03Z"
"eduardomcm/VelociraptorCompetition",,"https://github.com/eduardomcm/VelociraptorCompetition",,"11","1","2021-08-26T21:41:42Z","2024-05-27T09:57:30Z"
"splunk/PEAK","Security Content for the PEAK Threat Hunting Framework","https://github.com/splunk/PEAK","Jupyter Notebook","28","6","2023-08-10T15:17:24Z","2025-03-21T19:51:59Z"
"rod-trent/MustLearnKQL","Code included as part of the MustLearnKQL blog series","https://github.com/rod-trent/MustLearnKQL",,"1048","178","2021-11-19T16:56:41Z","2025-05-14T01:39:36Z"
"jstrosch/learning-reverse-engineering","This repository contains sample programs written primarily in C and C++ for learning native code reverse engineering.","https://github.com/jstrosch/learning-reverse-engineering","C","562","88","2019-10-01T15:28:48Z","2025-05-16T23:26:23Z"
"jstrosch/learning-malware-analysis","This repository contains sample programs that mimick behavior found in real-world malware. The goal is to provide source code that can be compiled and used for learning purposes, without having to worry about handling live malware.","https://github.com/jstrosch/learning-malware-analysis","C","638","76","2019-09-25T18:52:48Z","2025-05-17T16:19:44Z"
"marcusbakker/KQL","Kusto Query Language","https://github.com/marcusbakker/KQL",,"407","98","2019-12-10T07:18:33Z","2025-05-12T19:27:02Z"
"Azure/Azure-Sentinel","Cloud-native SIEM for intelligent security analytics for your entire enterprise.","https://github.com/Azure/Azure-Sentinel","Python","5052","3184","2018-08-18T02:25:15Z","2025-05-18T12:46:53Z"
"reprise99/Sentinel-Queries","Collection of KQL queries","https://github.com/reprise99/Sentinel-Queries",,"1517","358","2021-08-08T23:20:05Z","2025-05-14T08:01:07Z"
"GossiTheDog/ThreatHunting","Tools for hunting for threats.","https://github.com/GossiTheDog/ThreatHunting","YARA","582","56","2017-12-07T20:51:40Z","2025-05-01T22:49:47Z"
"nsacyber/GRASSMARLIN","Provides situational awareness of Industrial Control Systems (ICS) and Supervisory Control and Data Acquisition (SCADA) networks in support of network security assessments. #nsacyber","https://github.com/nsacyber/GRASSMARLIN","Java","972","306","2015-12-14T16:15:24Z","2025-05-07T21:37:02Z"
"palantir/alerting-detection-strategy-framework","A framework for developing alerting and detection strategies for incident response.","https://github.com/palantir/alerting-detection-strategy-framework",,"740","125","2017-12-19T01:33:31Z","2025-05-17T16:49:03Z"
"mlsecproject/combine","Tool to gather Threat Intelligence indicators from publicly available sources","https://github.com/mlsecproject/combine","Python","659","171","2014-02-21T17:33:21Z","2025-04-01T13:08:38Z"
"stuxnet999/MemLabs","Educational, CTF-styled labs for individuals interested in Memory Forensics","https://github.com/stuxnet999/MemLabs","Shell","1732","212","2019-08-22T04:18:14Z","2025-05-17T21:25:48Z"
"tobor88/PowerShell-Blue-Team","Collection of PowerShell functinos and scripts a Blue Teamer might use","https://github.com/tobor88/PowerShell-Blue-Team","PowerShell","84","20","2019-11-20T22:10:20Z","2025-05-08T23:44:20Z"
"dhoelzer/ShowMeThePackets","Useful network monitoring, analysis, and active response tools used or mentioned in the SANS SEC503 course (https://www.sans.org/course/intrusion-detection-in-depth)","https://github.com/dhoelzer/ShowMeThePackets","Jupyter Notebook","227","43","2018-08-22T14:08:28Z","2025-05-03T07:38:14Z"
"matthewdunwoody/block-parser","Parser for Windows PowerShell script block logs","https://github.com/matthewdunwoody/block-parser","Python","95","16","2016-02-23T00:01:50Z","2025-02-03T11:19:11Z"
"fullmetalcache/tools","Various tools, scripts, and techniques","https://github.com/fullmetalcache/tools","PowerShell","19","6","2015-12-15T04:30:11Z","2024-10-11T08:12:42Z"
"WithSecureLabs/chainsaw","Rapidly Search and Hunt through Windows Forensic Artefacts","https://github.com/WithSecureLabs/chainsaw","Rust","3146","275","2021-08-13T13:07:24Z","2025-05-17T16:23:02Z"
"rastrea2r/rastrea2r","Collecting & Hunting for IOCs with gusto and style","https://github.com/rastrea2r/rastrea2r","Python","238","53","2018-05-01T18:21:52Z","2025-04-10T06:00:59Z"
"Infocyte/PSHunt","Powershell Threat Hunting Module","https://github.com/Infocyte/PSHunt","PowerShell","283","65","2016-08-11T02:58:14Z","2025-02-22T21:48:54Z"
"ahmedkhlief/APT-Hunter","APT-Hunter is Threat Hunting tool for windows event logs which made by purple team mindset to provide detect APT movements hidden in the sea of windows event logs to decrease the time to uncover suspicious activity","https://github.com/ahmedkhlief/APT-Hunter","Python","1336","242","2020-12-26T21:52:41Z","2025-05-15T11:05:48Z"
"ethack/tht","Threat Hunting Toolkit is a Swiss Army knife for threat hunting, log processing, and security-focused data science","https://github.com/ethack/tht","Shell","137","18","2021-03-17T04:27:55Z","2025-05-01T01:07:26Z"
"OTRF/infosec-jupyter-book","The Infosec Community Definitive Guide to Jupyter Notebooks","https://github.com/OTRF/infosec-jupyter-book","Dockerfile","121","30","2020-03-10T05:01:46Z","2025-01-22T07:49:34Z"
"Yamato-Security/hayabusa","Hayabusa (ÚÜ╝) is a sigma-based threat hunting and fast forensics timeline generator for Windows event logs.","https://github.com/Yamato-Security/hayabusa","Rust","2607","220","2020-09-18T05:04:33Z","2025-05-17T09:45:08Z"
"mgeeky/cobalt-arsenal","My collection of battle-tested Aggressor Scripts for Cobalt Strike 4.0+","https://github.com/mgeeky/cobalt-arsenal","PowerShell","1080","155","2020-04-09T13:39:47Z","2025-05-15T19:18:59Z"
"hasherezade/pe-sieve","Scans a given process. Recognizes and dumps a variety of potentially malicious implants (replaced/injected PEs, shellcodes, hooks, in-memory patches).","https://github.com/hasherezade/pe-sieve","C++","3310","450","2017-08-22T01:33:00Z","2025-05-18T09:54:21Z"
"daveherrald/SA_plaso-app-for-splunk",,"https://github.com/daveherrald/SA_plaso-app-for-splunk","JavaScript","15","3","2016-06-08T01:05:31Z","2024-02-21T07:42:47Z"
"LDO-CERT/orochi","The Volatility Collaborative GUI","https://github.com/LDO-CERT/orochi","JavaScript","242","21","2020-05-18T14:01:45Z","2025-04-27T17:06:53Z"
"dwmetz/CyberPipe","An easy to use PowerShell script to collect memory and disk forensics for DFIR investigations.","https://github.com/dwmetz/CyberPipe","PowerShell","287","50","2021-01-13T19:34:50Z","2025-05-12T03:36:42Z"
"MagnetForensics/Magnet-RESPONSE-PowerShell","PowerShell scripts for running Magnet RESPONSE forensic collection tool in large enterprises.","https://github.com/MagnetForensics/Magnet-RESPONSE-PowerShell","PowerShell","24","6","2023-09-15T20:16:17Z","2025-02-13T14:30:29Z"
"darkoperator/Veil-PowerView","Veil-PowerView is a powershell tool to gain network situational awareness on Windows domains.","https://github.com/darkoperator/Veil-PowerView","PowerShell","57","20","2014-08-05T23:32:18Z","2025-04-22T07:14:52Z"
"pstirparo/mac4n6","Collection of forensics artifacts location for Mac OS X and iOS","https://github.com/pstirparo/mac4n6","Python","329","44","2015-03-15T22:46:25Z","2025-04-17T09:08:45Z"
"cugu/awesome-forensics","Ô¡É´©Å A curated list of awesome forensic analysis tools and resources","https://github.com/cugu/awesome-forensics",,"4303","656","2016-03-29T20:54:47Z","2025-05-17T16:15:30Z"
"ForensicArtifacts/artifacts","Digital Forensics artifact repository","https://github.com/ForensicArtifacts/artifacts","Python","1112","212","2014-10-31T19:13:44Z","2025-05-17T22:35:44Z"
"gfek/Hunting-New-Registered-Domains","Hunting Newly Registered Domains","https://github.com/gfek/Hunting-New-Registered-Domains","Python","220","46","2018-03-27T17:24:55Z","2025-05-13T21:56:32Z"
"rmusser01/Infosec_Reference","An Information Security Reference That Doesn't Suck; https://rmusser.net/git/admin-2/Infosec_Reference for non-MS Git hosted version.","https://github.com/rmusser01/Infosec_Reference","CSS","5737","1209","2014-09-13T00:08:18Z","2025-05-17T02:57:46Z"
"Cyb3r-Monk/Threat-Hunting-and-Detection","Repository for threat hunting and detection queries, etc. for Defender for Endpoint and Microsoft Sentinel in KQL(Kusto Query Language).","https://github.com/Cyb3r-Monk/Threat-Hunting-and-Detection","Jupyter Notebook","729","105","2020-11-02T11:30:51Z","2025-05-18T02:03:42Z"
