repo_full_name,repo_url,description,stars,list_name
gbrindisi/wordpot,https://github.com/gbrindisi/wordpot,A Wordpress Honeypot,184,Host Forensics
lanmaster53/honeybadger,https://github.com/lanmaster53/honeybadger,,230,Host Forensics
adhdproject/spidertrap,https://github.com/adhdproject/spidertrap,Traps web spiders,72,Host Forensics
mushorg/snare,https://github.com/mushorg/snare,Super Next generation Advanced Reactive honEypot,463,Host Forensics
gfoss/PowerShell-Honeyport,https://github.com/gfoss/PowerShell-Honeyport,A powershell script for creating a Windows honeyport.,11,Host Forensics
denyhosts/denyhosts,https://github.com/denyhosts/denyhosts,Automated host blocking from SSH brute force attacks,699,Host Forensics
gfoss/PSRecon,https://github.com/gfoss/PSRecon,":rocket: PSRecon gathers data from a remote Windows host using PowerShell (v2 or later), organizes the data into folders, hashes all extracted data, hashes PowerShell and various system properties, and sends the data off to the security team. The data can be pushed to a share, sent over email, or retained locally.",486,Host Forensics
spaceraccoon/manuka,https://github.com/spaceraccoon/manuka,A modular OSINT honeypot for blue teamers,334,Host Forensics
thinkst/opencanary,https://github.com/thinkst/opencanary,Modular and decentralised honeypot,2476,Host Forensics
mushorg/conpot,https://github.com/mushorg/conpot,ICS/SCADA honeypot,1332,Host Forensics
polrbearproject/polrbear,https://github.com/polrbearproject/polrbear,The PoLRBear Project,35,Host Forensics
PHPIDS/PHPIDS,https://github.com/PHPIDS/PHPIDS,"PHPIDS (PHP-Intrusion Detection System) is a simple to use, well structured, fast and state-of-the-art security layer for your PHP based web application",798,Host Forensics
R3MRUM/PSDecode,https://github.com/R3MRUM/PSDecode,PowerShell script for deobfuscating encoded PowerShell scripts,424,Host Forensics
ION28/BLUESPAWN,https://github.com/ION28/BLUESPAWN,An Active Defense and EDR software to empower Blue Teams,1273,Host Forensics
TheresAFewConors/Sooty,https://github.com/TheresAFewConors/Sooty,The SOC Analysts all-in-one CLI tool to automate and speed up workflow.,1401,Host Forensics
TheParmak/conti-leaks-englished,https://github.com/TheParmak/conti-leaks-englished,"Google and deepl translated conti leaks, which is shared by a member of the conti ransomware group.",611,Leaks
ForbiddenProgrammer/conti-pentester-guide-leak,https://github.com/ForbiddenProgrammer/conti-pentester-guide-leak,Leaked pentesting manuals given to Conti ransomware crooks,1028,Leaks
silence-is-best/files,https://github.com/silence-is-best/files,,98,Leaks
palantir/osquery-configuration,https://github.com/palantir/osquery-configuration,A repository for using osquery for incident detection and response,848,Logging
Neo23x0/auditd,https://github.com/Neo23x0/auditd,Best Practice Auditd Configuration,1622,Logging
MHaggis/sysmon-dfir,https://github.com/MHaggis/sysmon-dfir,"Sources, configuration and how to detect evil things utilizing Microsoft Sysmon. ",917,Logging
wazuh/wazuh,https://github.com/wazuh/wazuh,Wazuh - The Open Source Security Platform. Unified XDR and SIEM protection for endpoints and cloud workloads.,12431,Logging
slackhq/go-audit,https://github.com/slackhq/go-audit,go-audit is an alternative to the auditd daemon that ships with many distros,1620,Logging
draios/sysdig,https://github.com/draios/sysdig,Linux system exploration and troubleshooting tool with first class support for containers,7995,Logging
kolide/fleet,https://github.com/kolide/fleet,A flexible control server for osquery fleets,1105,Logging
brexhq/substation,https://github.com/brexhq/substation,"Substation is a toolkit for routing, normalizing, and enriching security event and audit logs.",365,Logging
palantir/windows-event-forwarding,https://github.com/palantir/windows-event-forwarding,A repository for using windows event forwarding for incident detection and response,1259,Logging
hvandenb/splunk-elasticsearch,https://github.com/hvandenb/splunk-elasticsearch,A search command for Splunk which will allow you to search Elastic Search and display the results in the Splunk GUI,69,Logging
brunotm/elasticsplunk,https://github.com/brunotm/elasticsplunk,A Search command to explore Elasticsearch data within Splunk.,40,Logging
mandiant/macos-UnifiedLogs,https://github.com/mandiant/macos-UnifiedLogs,,244,Logging
opensearch-project/OpenSearch,https://github.com/opensearch-project/OpenSearch,🔎 Open source distributed and RESTful search engine.,10711,Logging
threathunters-io/laurel,https://github.com/threathunters-io/laurel,Transform Linux Audit logs for SIEM usage,765,Logging
Yamato-Security/EnableWindowsLogSettings,https://github.com/Yamato-Security/EnableWindowsLogSettings,Documentation and scripts to properly enable Windows event logs.,611,Logging
elastic/elastic-agent,https://github.com/elastic/elastic-agent,"Elastic Agent - single, unified way to add monitoring for logs, metrics, and other types of data to a host.",175,Logging
splunk/salo,https://github.com/splunk/salo,Synthetic Adversarial Log Objects: A Framework for synthentic log generation,81,Logging
FoxIO-LLC/LogSlash,https://github.com/FoxIO-LLC/LogSlash,A standard for reducing log volume without sacrificing analytical capability,204,Logging
endgameinc/varna,https://github.com/endgameinc/varna,Varna: Quick & Cheap AWS CloudTrail Monitoring with Event Query Language (EQL),52,Logging
microsoft/MSTIC-Sysmon,https://github.com/microsoft/MSTIC-Sysmon,Anything Sysmon related from the MSTIC R&D team,153,Logging
rabobank-cdc/DeTTECT,https://github.com/rabobank-cdc/DeTTECT,"Detect Tactics, Techniques & Combat Threats",2158,Logging
nsacyber/Event-Forwarding-Guidance,https://github.com/nsacyber/Event-Forwarding-Guidance,Configuration guidance for implementing collection of security relevant Windows Event Log events by using Windows Event Forwarding. #nsacyber,866,Logging
microsoft/SysmonForLinux,https://github.com/microsoft/SysmonForLinux,Sysmon for Linux,1881,Logging
nshalabi/SysmonTools,https://github.com/nshalabi/SysmonTools,Utilities for Sysmon,1520,Logging
olafhartong/sysmon-modular,https://github.com/olafhartong/sysmon-modular,A repository of sysmon configuration modules,2778,Logging
elastic/logstash,https://github.com/elastic/logstash,"Logstash - transport and process your logs, events, or other data",14488,Logging
elastic/elasticsearch,https://github.com/elastic/elasticsearch,"Free and Open Source, Distributed, RESTful Search Engine",72709,Logging
elastic/kibana,https://github.com/elastic/kibana,Your window into the Elastic Stack,20491,Logging
deviantony/docker-elk,https://github.com/deviantony/docker-elk,The Elastic stack (ELK) powered by Docker and Compose.,17822,Logging
SwiftOnSecurity/sysmon-config,https://github.com/SwiftOnSecurity/sysmon-config,Sysmon configuration file template with default high-quality event tracing,5004,Logging
AustralianCyberSecurityCentre/windows_event_logging,https://github.com/AustralianCyberSecurityCentre/windows_event_logging,"Windows Event Forwarding subscriptions, configuration files and scripts that assist with implementing ACSC's protect publication, Technical Guidance for Windows Event Logging.",218,Logging
activecm/BeaKer,https://github.com/activecm/BeaKer,Beacon Kibana Executable Report. Aggregates Sysmon Network Events With Elasticsearch and Kibana,296,Logging
volatilityfoundation/volatility3,https://github.com/volatilityfoundation/volatility3,Volatility 3.0 development,3110,Memory Forensics
volatilityfoundation/volatility,https://github.com/volatilityfoundation/volatility,An advanced memory forensics framework,7684,Memory Forensics
twpol/vmmap,https://github.com/twpol/vmmap,"Command-line tool for measuring process memory similar to the SysInternals tool of the same name. Includes the ability to summarise multiple processes and compare groups by process name, similar to Google Chrome's 'about:memory' page.",39,Memory Forensics
intezer/MemoryPatchDetector,https://github.com/intezer/MemoryPatchDetector,Detects code differentials between executables in disk and the corresponding processes/modules in memory,115,Memory Forensics
LETHAL-FORENSICS/MemProcFS-Analyzer,https://github.com/LETHAL-FORENSICS/MemProcFS-Analyzer,MemProcFS-Analyzer - Automated Forensic Analysis of Windows Memory Dumps for DFIR,624,Memory Forensics
forrest-orr/moneta,https://github.com/forrest-orr/moneta,Moneta is a live usermode memory analysis tool for Windows with the capability to detect malware IOCs,744,Memory Forensics
ufrisk/MemProcFS,https://github.com/ufrisk/MemProcFS,MemProcFS,3565,Memory Forensics
hasherezade/hollows_hunter,https://github.com/hasherezade/hollows_hunter,"Scans all running processes. Recognizes and dumps a variety of potentially malicious implants (replaced/implanted PEs, shellcodes, hooks, in-memory patches).",2156,Memory Forensics
carlospolop/autoVolatility,https://github.com/carlospolop/autoVolatility,Run several volatility plugins at the same time,114,Memory Forensics
Velocidex/Linpmem,https://github.com/Velocidex/Linpmem,Linpmem is a linux memory acquisition tool,83,Memory Forensics
stuxnet999/MemLabs,https://github.com/stuxnet999/MemLabs,"Educational, CTF-styled labs for individuals interested in Memory Forensics",1732,Memory Forensics
hasherezade/pe-sieve,https://github.com/hasherezade/pe-sieve,"Scans a given process. Recognizes and dumps a variety of potentially malicious implants (replaced/injected PEs, shellcodes, hooks, in-memory patches).",3310,Memory Forensics
LDO-CERT/orochi,https://github.com/LDO-CERT/orochi,The Volatility Collaborative GUI,242,Memory Forensics
google/rekall,https://github.com/google/rekall,Rekall Memory Forensic Framework,1949,Memory Forensics
Velocidex/WinPmem,https://github.com/Velocidex/WinPmem,The multi-platform memory acquisition tool.,790,Memory Forensics
google/rekall-profiles,https://github.com/google/rekall-profiles,Public Profile Repository for Rekall Memory Forensic.,100,Memory Forensics
mandiant/win10_volatility,https://github.com/mandiant/win10_volatility,An advanced memory forensics framework,94,Memory Forensics
SpiralBL0CK/CVE-2025-0087-,https://github.com/SpiralBL0CK/CVE-2025-0087-,CVE-2025-0087 EoP full PoC,15,Mobile Exploits
cisco/mercury,https://github.com/cisco/mercury,Mercury: network metadata capture and analysis,457,Network Forensics
LeeBrotherston/tls-fingerprinting,https://github.com/LeeBrotherston/tls-fingerprinting,TLS Fingerprinting,387,Network Forensics
CERT-Polska/hfinger,https://github.com/CERT-Polska/hfinger,Hfinger - fingerprinting HTTP requests,137,Network Forensics
salesforce/jarm,https://github.com/salesforce/jarm,,1228,Network Forensics
0x4D31/fatt,https://github.com/0x4D31/fatt,FATT /fingerprintAllTheThings - a pyshark based script for extracting network metadata and fingerprints from pcap files and live network traffic,669,Network Forensics
theparanoids/rdfp,https://github.com/theparanoids/rdfp,Remote Desktop Client Fingerprint script for Zeek. Based off of https://github.com/0x4D31/fatt,39,Network Forensics
salesforce/hassh,https://github.com/salesforce/hassh,"HASSH is a network fingerprinting standard which can be used to identify specific Client and Server SSH implementations. The fingerprints can be easily stored, searched and shared in the form of a small MD5 fingerprint.",540,Network Forensics
salesforce/ja3,https://github.com/salesforce/ja3,JA3 is a standard for creating SSL client fingerprints in an easy to produce and shareable way.,2931,Network Forensics
google/stenographer,https://github.com/google/stenographer,"Stenographer is a packet capture solution which aims to quickly spool all packets to disk, then provide simple, fast access to subsets of those packets.  Discussion/announcements at stenographer@googlegroups.com",1800,Network Forensics
arkime/arkime,https://github.com/arkime/arkime,"Arkime is an open source, large scale, full packet capturing, indexing, and database system.",6632,Network Forensics
dreadl0ck/netcap,https://github.com/dreadl0ck/netcap,A framework for secure and scalable network traffic analysis - https://netcap.io,1748,Network Forensics
cisco/joy,https://github.com/cisco/joy,"A package for capturing and analyzing network flow data and intraflow data, for network research, forensics, and security monitoring.",1333,Network Forensics
ntop/ntopng,https://github.com/ntop/ntopng,Web-based Traffic and Security Network Traffic Monitoring,6690,Network Forensics
0xKoda/WireMCP,https://github.com/0xKoda/WireMCP,An MCP for WireShark (tshark). Empower LLM's with realtime network traffic analysis capability,118,Network Forensics
sandialabs/gait,https://github.com/sandialabs/gait,Zeek Extension to Collect Metadata for Profiling of Endpoints and Proxies,31,Network Forensics
ossec/ossec-hids,https://github.com/ossec/ossec-hids,"OSSEC is an Open Source Host-based Intrusion Detection System that performs log analysis, file integrity checking, policy monitoring, rootkit detection, real-time alerting and active response.",4718,Network Forensics
3CORESec/testmynids.org,https://github.com/3CORESec/testmynids.org,A website and framework for testing NIDS detection ,256,Network Forensics
netbox-community/netbox,https://github.com/netbox-community/netbox,The premier source of truth powering network automation. Open source under Apache 2. Try NetBox Cloud free: https://netboxlabs.com/free-netbox-cloud/,17660,Network Forensics
owasp-modsecurity/ModSecurity,https://github.com/owasp-modsecurity/ModSecurity,"ModSecurity is an open source, cross platform web application firewall (WAF) engine for Apache, IIS and Nginx. It has a robust event-based programming language which provides protection from a range of attacks against web applications and allows for HTTP traffic monitoring, logging and real-time analysis.",8833,Network Forensics
